OlinkID,epvs_insula_6_nobs,epvs_insula_6_beta,epvs_insula_6_se,epvs_insula_6_pvalue,epvs_insula_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20606,924,0.05164571149901375,0.033409459335460905,0.12249373354508776,0.9180748285956193,79.47221636535527,P42702,LIFR,Inflammation,Unique Protein
OID20607,924,0.04805917590330331,0.03314992030622941,0.14747517917474745,0.9622023924017565,89.62743526097273,Q9UIB8,CD84,Inflammation,Unique Protein
OID20608,690,0.0147814118834918,0.03930193734298811,0.7069628527746614,0.9890967725177496,47.65982374049914,P20340,RAB6A,Inflammation,Unique Protein
OID20609,924,0.03414551446402545,0.035449093079142,0.33569190050441144,0.9738590416428587,82.9626169695376,Q8WXI8,CLEC4D,Inflammation,Unique Protein
OID20610,924,0.040468152547917156,0.031891424713913576,0.20479151063580858,0.9738590416428587,92.94811549509903,P10147,CCL3,Inflammation,Unique Protein
OID20611,925,-0.010372282091877582,0.03209013644160018,0.746600916178663,0.9890967725177496,21.352378501934343,P50591,TNFSF10,Inflammation,Unique Protein
OID20612,925,0.005149110916173738,0.03293336286950474,0.8757925809073998,0.993446834531741,23.92305593600385,O15455,TLR3,Inflammation,Unique Protein
OID20613,925,0.029230723290197675,0.03374551219242775,0.3866047227178697,0.9810524124677401,41.038120840933836,P80162,CXCL6,Inflammation,Unique Protein
OID20614,925,0.02486043458502851,0.032772083129305,0.4482983582621699,0.9816185290187052,23.565768482755466,Q08174,PCDH1,Inflammation,Unique Protein
OID20615,925,0.011854149575473273,0.033987496848910635,0.7273359960744175,0.9890967725177496,41.34606406766039,P37235,HPCAL1,Inflammation,Unique Protein
OID20616,690,-0.006037342836638693,0.04042568224992179,0.8813270834105914,0.993446834531741,36.56110018173383,P29965,CD40LG,Inflammation,Unique Protein
OID20617,925,-0.03532324341755768,0.036772666944636,0.3370184032466713,0.9738590416428587,25.981400634007873,Q07065,CKAP4,Inflammation,Unique Protein
OID20618,925,6.11204205376302e-5,0.034359432759661385,0.9985810733555016,0.999541531170215,82.98112444198671,P68106,FKBP1B,Inflammation,Unique Protein
OID20619,690,0.018367441383751192,0.03892647596974482,0.6371882436696892,0.9859783110734047,25.04885431002542,P22304,IDS,Inflammation,Unique Protein
OID20620,925,0.025063265062122878,0.03395887682218332,0.46067732352137125,0.9816185290187052,37.5728223041109,O00273,DFFA,Inflammation,Unique Protein
OID20621,925,-0.008045190747254844,0.03387857104564256,0.81234499265231,0.9896473158806222,29.64056333219643,P01137,TGFB1,Inflammation,Unique Protein
OID20622,925,-0.022660828603375167,0.034718390954554645,0.5141133247577377,0.9816185290187052,31.39336854512424,Q6UXB2,CXCL17,Inflammation,Unique Protein
OID20623,925,0.01038543143095342,0.03446871567070907,0.7632549441055296,0.9890967725177496,35.534845440726905,Q9Y266,NUDC,Inflammation,Unique Protein
OID20624,925,-0.0250276793821878,0.03352047523730651,0.45547611055373716,0.9816185290187052,28.44209355338121,O43508,TNFSF12,Inflammation,Unique Protein
OID20625,925,-0.002880084711927433,0.03506485516214667,0.934556818619544,0.9946257601720906,77.24907384058375,Q04637,EIF4G1,Inflammation,Unique Protein
OID20626,925,0.0435054424535092,0.03621871956057509,0.22999376918820058,0.9738590416428587,18.15407875175035,P35613,BSG,Inflammation,Unique Protein
OID20627,925,0.00761922907072145,0.0347518670512593,0.8265074951282222,0.9896473158806222,57.09349844405639,O60884,DNAJA2,Inflammation,Unique Protein
OID20628,925,-2.727193220487372e-4,0.03356531917895686,0.9935190276509754,0.999541531170215,23.06168934229189,Q9BZW8,CD244,Inflammation,Unique Protein
OID20629,925,0.03607464945688438,0.037025541391730574,0.33015962151092626,0.9738590416428587,24.92191398469132,Q12918,KLRB1,Inflammation,Unique Protein
OID20630,925,0.061148374023180956,0.03350226818263262,0.06830091307022038,0.7837778792672053,28.09187844989422,P50452,SERPINB8,Inflammation,Unique Protein
OID20631,925,0.003682554063205242,0.03458742637347679,0.915232398755629,0.9946257601720906,26.586749089700184,P10145,CXCL8,Inflammation,Duplicated Protein with lowest CV
OID20632,925,-0.019440562575834725,0.033286177943924744,0.5593371790429518,0.984280259829374,24.068633815161437,Q13241,KLRD1,Inflammation,Unique Protein
OID20633,925,0.04248790592733868,0.03355873422284085,0.20581241901829914,0.9738590416428587,34.59089316025808,Q14005,IL16,Inflammation,Unique Protein
OID20634,925,-0.008243053893644553,0.03450215545348415,0.8112263469145324,0.9896473158806222,25.75916729327187,O94856,NFASC,Inflammation,Unique Protein
OID20635,925,-0.0127263115102751,0.03467605265144766,0.7137006978769237,0.9890967725177496,28.429013229695936,P40259,CD79B,Inflammation,Unique Protein
OID20636,690,0.0488036297340065,0.043380183645587114,0.2609840818903397,0.9738590416428587,27.721158568615213,Q9BXN2,CLEC7A,Inflammation,Unique Protein
OID20637,925,-0.0018273608803653,0.033690957226730274,0.9567568158226725,0.9986550428843561,25.57128998851127,P20273,CD22,Inflammation,Unique Protein
OID20638,925,-0.006711020585805539,0.034147034003537816,0.8442371923598602,0.9905342527411105,31.847459260787105,Q9UQV4,LAMP3,Inflammation,Unique Protein
OID20639,925,0.006611342226475896,0.03228040528917978,0.8377669121575126,0.9896473158806222,28.714244182109066,Q96LA5,FCRL2,Inflammation,Unique Protein
OID20640,925,0.013649435671290974,0.034508355499078304,0.692537817933128,0.9890967725177496,51.33340278658387,O43561,LAT,Inflammation,Unique Protein
OID20641,925,-0.016211921074010895,0.03464728663521854,0.6399596065460085,0.9859783110734047,44.82175300725662,P36959,GMPR,Inflammation,Unique Protein
OID20642,925,-0.035276411975437454,0.031867288651887885,0.2685979026302004,0.9738590416428587,26.886679888041048,Q15661,TPSAB1,Inflammation,Unique Protein
OID20643,925,0.024326213299428447,0.034690689970521674,0.48333906274822813,0.9816185290187052,59.30309324901359,Q96SB3,PPP1R9B,Inflammation,Unique Protein
OID20644,925,-0.003392549322032863,0.034762872286304106,0.9222785942811695,0.9946257601720906,66.04841842413384,P30044,PRDX5,Inflammation,Unique Protein
OID20645,925,0.011525864303778046,0.03225935898902092,0.7209601031093418,0.9890967725177496,25.176403553632564,P00813,ADA,Inflammation,Unique Protein
OID20646,925,-0.0224577988138887,0.039216185583174225,0.5670130258643302,0.984280259829374,32.29548055391566,Q9Y6Q6,TNFRSF11A,Inflammation,Unique Protein
OID20647,925,0.04939324226039742,0.036045619758373434,0.1709344439930031,0.9622023924017565,24.832422163005084,O95971,CD160,Inflammation,Unique Protein
OID20648,925,0.027035971332521672,0.03450047381781023,0.43345652667430246,0.9816185290187052,43.02308250824322,P14317,HCLS1,Inflammation,Unique Protein
OID20649,925,0.06983903834333849,0.033280219385677615,0.03613694002669343,0.6686186456359944,27.34120299542242,P30203,CD6,Inflammation,Unique Protein
OID20650,925,-0.012472171068487924,0.03267765561988455,0.7027938995930045,0.9890967725177496,27.560358779655015,P15692,VEGFA,Inflammation,Unique Protein
OID20651,925,-0.03143086908007391,0.032708680985871395,0.33684280981048786,0.9738590416428587,30.446063339418828,O75077,ADAM23,Inflammation,Unique Protein
OID20652,925,-0.019335275027973886,0.03415301591715015,0.5714415329902318,0.984280259829374,23.619207425351146,Q13478,IL18R1,Inflammation,Unique Protein
OID20653,925,0.0174363851073388,0.035808034131922926,0.6264186085714618,0.9859783110734047,23.310329073258146,P43489,TNFRSF4,Inflammation,Unique Protein
OID20654,925,-0.013964111690266151,0.033543952625910305,0.6772945590387642,0.9890967725177496,24.01177431048017,P02745,C1QA,Inflammation,Unique Protein
OID20655,925,-0.023234484747892137,0.03302683581727152,0.4819235605518216,0.9816185290187052,30.287964360182645,Q99616,CCL13,Inflammation,Unique Protein
OID20656,690,-0.02077251829770134,0.04207891755714888,0.6217112721191587,0.9859783110734047,27.413969149399055,P14210,HGF,Inflammation,Unique Protein
OID20657,925,0.0070852644100451384,0.03502265433544808,0.8397237192916682,0.9897227546328816,29.776294409230907,Q12866,MERTK,Inflammation,Unique Protein
OID20658,925,-0.03745511045926101,0.035207080714281525,0.2876803137661912,0.9738590416428587,66.66768640489249,O00253,AGRP,Inflammation,Unique Protein
OID20660,925,-0.0653360514744737,0.031888395909737514,0.04076072030153522,0.6731276013637709,29.437760937705853,P43234,CTSO,Inflammation,Unique Protein
OID20661,925,-0.05501407308101705,0.032810626009759425,0.09394431567011312,0.847528502172039,23.7260629270011,P49771,FLT3LG,Inflammation,Unique Protein
OID20662,925,-0.024294110924286745,0.033334140073115845,0.46630950007558813,0.9816185290187052,28.61076016428426,O43915,VEGFD,Inflammation,Unique Protein
OID20663,925,0.09173823796703316,0.03217387404119187,0.004452961270596997,0.4712190603112042,51.619410811714225,P12544,GZMA,Inflammation,Unique Protein
OID20664,925,0.0026680878774651023,0.03352825704822213,0.9365910882804849,0.9946257601720906,26.60450175908011,Q9H4D0,CLSTN2,Inflammation,Unique Protein
OID20665,925,0.016834180790285366,0.03377019284581111,0.6182584972706126,0.9859783110734047,24.359134958297503,P48023,FASLG,Inflammation,Unique Protein
OID20666,925,-0.010488013980471625,0.03478780257421979,0.7631138072657443,0.9890967725177496,23.053168170792613,P29460,IL12B,Inflammation,Unique Protein
OID20667,925,-0.047894050230608415,0.036532487005970095,0.19019142262652083,0.9725636426977382,27.79300046192974,Q15517,CDSN,Inflammation,Unique Protein
OID20668,925,-0.047475629259829004,0.0351926063464553,0.17766780772818702,0.9622023924017565,26.99833717107,P51671,CCL11,Inflammation,Unique Protein
OID20669,925,0.050880120302846915,0.03384309135607454,0.13308239170554836,0.9441743469789269,27.06191441364555,Q16719,KYNU,Inflammation,Unique Protein
OID20670,925,0.022599554942865835,0.03279101015748132,0.49087464368864187,0.9816185290187052,26.72757979141181,Q9HBG7,LY9,Inflammation,Unique Protein
OID20671,925,-0.02518857600354736,0.03415562757551237,0.46103126847985465,0.9816185290187052,30.49780496712742,P78556,CCL20,Inflammation,Unique Protein
OID20672,925,0.005240861963378622,0.033246485900754325,0.8747784273700026,0.993446834531741,34.85706228618039,P03956,MMP1,Inflammation,Unique Protein
OID20673,925,-0.028858523740254716,0.036202746113654045,0.4255814091717737,0.9810524124677401,23.899290619092064,P49763,PGF,Inflammation,Unique Protein
OID20674,925,0.00993653794222516,0.033772707118545534,0.7686589530346921,0.9890967725177496,27.806293411411282,O15444,CCL25,Inflammation,Unique Protein
OID20675,925,-0.0028706004193007535,0.039080487127434164,0.9414614749513716,0.9946257601720906,36.84086070290814,Q07325,CXCL9,Inflammation,Unique Protein
OID20676,925,0.031919702065430634,0.03302929889964215,0.33409996964968536,0.9738590416428587,34.447798872533724,Q92484,SMPDL3A,Inflammation,Unique Protein
OID20677,925,-0.009029137583621932,0.03844848868581192,0.8143882896462774,0.9896473158806222,33.54559568806034,P21709,EPHA1,Inflammation,Unique Protein
OID20678,925,0.016857995676829433,0.03679603403794034,0.6469570031432506,0.9859783110734047,28.913843615649178,P15260,IFNGR1,Inflammation,Unique Protein
OID20679,925,0.05348235580095778,0.033623748145174104,0.11204680524034447,0.8853848664989608,54.90968221488689,P53634,CTSC,Inflammation,Unique Protein
OID20680,925,-0.08295522343287472,0.03623217062539383,0.02227760384546646,0.6088459435241543,33.02255922899319,Q5ZPR3,CD276,Inflammation,Unique Protein
OID20681,925,0.01816254342123227,0.03489786787341526,0.6028785832491296,0.9846197319097081,66.12379362730204,Q9UJU6,DBNL,Inflammation,Unique Protein
OID20682,925,0.01114393440661098,0.03267568017781582,0.7331477263827131,0.9890967725177496,41.75013817489083,P30613,PKLR,Inflammation,Unique Protein
OID20683,925,0.025810110265861497,0.0343526641400208,0.4526511840396945,0.9816185290187052,54.21870599533375,O43639,NCK2,Inflammation,Unique Protein
OID20684,925,0.0037892317128314073,0.03388205687817851,0.9109783434387351,0.9946257601720906,64.65658900242907,P35625,TIMP3,Inflammation,Unique Protein
OID20685,925,0.029232316515265852,0.03474600991383085,0.40039459092613994,0.9810524124677401,54.80126603783692,P47712,PLA2G4A,Inflammation,Unique Protein
OID20686,925,-0.029752471007397783,0.03358358483874384,0.375894867749169,0.9784448932431389,41.46716023772923,O00585,CCL21,Inflammation,Unique Protein
OID20687,925,-0.04477164024523867,0.03387872870796201,0.18666056641500836,0.9713186555830414,38.07581640041066,P09238,MMP10,Inflammation,Unique Protein
OID20688,925,-0.036577208172594314,0.039656266406499614,0.35658911248157554,0.9738590416428587,43.239975361115626,P11684,SCGB1A1,Inflammation,Unique Protein
OID20689,925,0.03864627958057904,0.03293435286435839,0.24093134379265982,0.9738590416428587,35.533400945739615,Q6UWV6,ENPP7,Inflammation,Unique Protein
OID20690,925,0.04153441237395366,0.03511103029964857,0.2371423611654557,0.9738590416428587,31.989914857500334,Q9BZZ2,SIGLEC1,Inflammation,Unique Protein
OID20691,925,-4.931876613851968e-4,0.034275222644526385,0.9885227791014628,0.9986550428843561,40.207210815249944,P25116,F2R,Inflammation,Unique Protein
OID20692,925,0.03466691245087202,0.03538277222652154,0.327463005591644,0.9738590416428587,34.17156599881315,P09326,CD48,Inflammation,Unique Protein
OID20693,925,0.056106333482503414,0.03713546200748972,0.13117500045908287,0.9416453959444909,40.181989152807766,P55773,CCL23,Inflammation,Unique Protein
OID20694,925,0.05406888096460582,0.03397661383932426,0.11187952041913739,0.8853848664989608,34.56637720842549,Q14116,IL18,Inflammation,Unique Protein
OID20695,925,0.07595435417696433,0.032397787214977825,0.01927202989179429,0.5748177895277011,34.38372995181874,P13236,CCL4,Inflammation,Unique Protein
OID20696,925,0.04317977498392194,0.03609804078554466,0.23194008944077554,0.9738590416428587,33.73982059888735,Q08334,IL10RB,Inflammation,Unique Protein
OID20697,925,0.016400437957889872,0.03432945724361677,0.6329533143271235,0.9859783110734047,38.317679695893794,P02778,CXCL10,Inflammation,Unique Protein
OID20698,925,0.021880597964741177,0.03412979532587634,0.5216206491120063,0.9816185290187052,66.94853259781645,P01133,EGF,Inflammation,Unique Protein
OID20699,925,0.0036538618701715897,0.034358343432352695,0.9153316986991877,0.9946257601720906,33.045206522736066,O75462,CRLF1,Inflammation,Unique Protein
OID20700,925,0.031974127409289885,0.037276425054892995,0.39125406648967787,0.9810524124677401,33.84586658872809,P18510,IL1RN,Inflammation,Unique Protein
OID20701,925,0.0180342591155946,0.037017260106820195,0.6262453740241971,0.9859783110734047,33.71789420381286,Q9NZV1,CRIM1,Inflammation,Unique Protein
OID20702,925,0.004396959123325404,0.034731172581272805,0.8992853470395399,0.9946257601720906,35.69459267848635,O14836,TNFRSF13B,Inflammation,Unique Protein
OID20703,925,-0.019530818765239162,0.036480538645915085,0.5925214406750575,0.9844644449593747,40.79216671638793,Q9BY76,ANGPTL4,Inflammation,Unique Protein
OID20704,925,-0.011516141406483405,0.03243575848900142,0.7226390751975894,0.9890967725177496,32.907398212310845,O76096,CST7,Inflammation,Unique Protein
OID20705,925,0.027567708752194536,0.03638611007428898,0.4488619461887283,0.9816185290187052,32.841402211830825,P21860,ERBB3,Inflammation,Unique Protein
OID20706,925,0.02166319113925239,0.035623435322822875,0.5432632682558552,0.9841116875094393,30.727739124797086,Q99435,NELL2,Inflammation,Unique Protein
OID20707,925,-0.0013440682869882308,0.03430430745511734,0.9687549463362263,0.9986550428843561,79.98436400653203,P55145,MANF,Inflammation,Unique Protein
OID20708,925,-0.023647127959715054,0.04201634138911405,0.5737054146720203,0.9844644449593747,36.567945779237036,Q14210,LY6D,Inflammation,Unique Protein
OID20709,925,-0.008730944424209443,0.03392353287567915,0.7969507763645658,0.9890967725177496,34.54145449613841,P29279,CCN2,Inflammation,Unique Protein
OID20710,925,0.012833311683998667,0.03424823783865575,0.707960781951577,0.9890967725177496,38.805163121411965,Q9HC38,GLOD4,Inflammation,Unique Protein
OID20711,661,0.013058956625410784,0.041547263704093,0.7533838798148603,0.9890967725177496,41.436477241752655,Q99685,MGLL,Inflammation,Unique Protein
OID20712,925,0.006740672901771216,0.03790974941345724,0.8589133074419977,0.9908257245605179,34.66276838565905,Q8NFT8,DNER,Inflammation,Unique Protein
OID20713,925,0.048901401391045166,0.040308555245808765,0.22537950856820324,0.9738590416428587,32.16744692631707,Q7KYR7,BTN2A1,Inflammation,Unique Protein
OID20714,925,0.02950454941557138,0.03395868725861974,0.38516738696455743,0.9810524124677401,52.12230948915179,P34896,SHMT1,Inflammation,Unique Protein
OID20715,925,-0.03189046436182386,0.03417503267475893,0.350991472859426,0.9738590416428587,37.51158669796698,O95750,FGF19,Inflammation,Unique Protein
OID20716,925,-0.006626883326238468,0.03587505262267291,0.8534891822055306,0.9908257245605179,36.51503038256516,P19256,CD58,Inflammation,Unique Protein
OID20717,925,0.02174731467437806,0.034856020627520586,0.5328387145340667,0.9816185290187052,60.4331349429032,P29350,PTPN6,Inflammation,Unique Protein
OID20718,925,0.038254458334679366,0.034207436160075655,0.2637327742325254,0.9738590416428587,37.63313839111644,P0DMV8,HSPA1A,Inflammation,Unique Protein
OID20719,925,0.0250169455303825,0.03617891592217298,0.48944256863655644,0.9816185290187052,35.622693443932974,P09603,CSF1,Inflammation,Unique Protein
