OlinkID,epvs_insula_6_nobs,epvs_insula_6_beta,epvs_insula_6_se,epvs_insula_6_pvalue,epvs_insula_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID30813,926,-0.0012470094068840415,0.03211583923224537,0.9690357065077196,0.9986550428843561,48.98243912401243,Q03721,KCNC4,Neurology_II,Unique Protein
OID30814,926,-0.011712045513464745,0.030865847103467663,0.7044428465171555,0.9890967725177496,39.37108586788891,Q17R60,IMPG1,Neurology_II,Unique Protein
OID30815,926,0.013555963745544675,0.03347233687461815,0.6855806312538024,0.9890967725177496,67.90288151767915,Q14894,CRYM,Neurology_II,Unique Protein
OID30816,926,-0.005068745762662444,0.032482730480331,0.8760329210622464,0.993446834531741,118.25835247187442,Q96Q89,KIF20B,Neurology_II,Unique Protein
OID30817,926,0.0212593773191252,0.03280041450255727,0.5170566897440897,0.9816185290187052,85.47386748150349,O95372,LYPLA2,Neurology_II,Unique Protein
OID30818,926,-0.010857600690875963,0.03395365918488055,0.7492112402025056,0.9890967725177496,62.89845817384998,Q9H461,FZD8,Neurology_II,Unique Protein
OID30819,926,0.004898510080103699,0.033149984176364215,0.8825587388867158,0.993446834531741,59.256307129692644,Q96P66,GPR101,Neurology_II,Unique Protein
OID30820,926,0.015165720176387837,0.0325755590964318,0.6416460689815673,0.9859783110734047,80.78263902074738,Q02641,CACNB1,Neurology_II,Unique Protein
OID30821,926,0.02585731612797765,0.03428249924093351,0.4509000734732478,0.9816185290187052,44.24599931974127,Q8N111,CEND1,Neurology_II,Unique Protein
OID30822,926,-0.017510541204025655,0.03232189853041489,0.5881209823238824,0.9844644449593747,72.18491903855974,Q5SXM8,DNLZ,Neurology_II,Unique Protein
OID30823,926,0.007497354429009684,0.03271986086058871,0.8188137027336074,0.9896473158806222,58.561489718144955,Q30KQ4,DEFB116,Neurology_II,Unique Protein
OID30824,926,0.031221249300035336,0.033151967401116235,0.3465663109690025,0.9738590416428587,68.60130373436667,P08908,HTR1A,Neurology_II,Unique Protein
OID30825,926,-0.014189563612033258,0.03228343640558896,0.6603820408584227,0.9890967725177496,61.227856929959245,Q7RTW8,OTOA,Neurology_II,Unique Protein
OID30826,926,0.06353864777342849,0.03329180543505912,0.05663829777133698,0.7372226275818611,53.58594960268325,P25440,BRD2,Neurology_II,Unique Protein
OID30827,926,0.016197500636390187,0.035969526067759564,0.6525936305782648,0.9868541880069484,56.877232128343614,P04234,CD3D,Neurology_II,Unique Protein
OID30828,926,0.03357983412557733,0.035397340605197884,0.34305006666732407,0.9738590416428587,46.44371130396344,Q96L15,ART5,Neurology_II,Unique Protein
OID30829,926,-0.012515284807309174,0.032146932873062334,0.697134793753406,0.9890967725177496,59.672011425967916,Q15042,RAB3GAP1,Neurology_II,Unique Protein
OID30830,926,0.020544746009964542,0.03481162052801035,0.5552247129087774,0.984280259829374,82.77021363106782,Q96GG9,DCUN1D1,Neurology_II,Unique Protein
OID30831,926,0.006710753874677471,0.03363733909073485,0.8419140731147515,0.9905342527411105,46.63947727254035,Q19T08,ECSCR,Neurology_II,Unique Protein
OID30832,926,-0.016442967931292178,0.03287002640509536,0.617026435122936,0.9859783110734047,215.18120743812227,Q9UKV0,HDAC9,Neurology_II,Unique Protein
OID30833,926,-0.01248855063578514,0.03201016116493121,0.6965224759939769,0.9890967725177496,84.94584552374317,Q99250,SCN2A,Neurology_II,Unique Protein
OID30834,926,-0.00569131739598997,0.031033670289218957,0.8545318155490751,0.9908257245605179,80.09359940725864,P52179,MYOM1,Neurology_II,Unique Protein
OID30835,926,0.001032492049488565,0.03148827225762346,0.9738495035157715,0.9986550428843561,53.06147111217866,P47874,OMP,Neurology_II,Unique Protein
OID30836,926,0.04476960716834319,0.03436038255294884,0.19292613329946437,0.9725636426977382,78.68722950335146,Q9BZ29,DOCK9,Neurology_II,Unique Protein
OID30837,926,0.054810953905774194,0.033343115645287684,0.10055567887879058,0.8670331839607813,67.79558318804567,Q9Y3E2,BOLA1,Neurology_II,Unique Protein
OID30838,926,0.018125758756323402,0.03221034184707928,0.5737575761252938,0.9844644449593747,57.46878244380619,A6NGG8,PCARE,Neurology_II,Unique Protein
OID30839,926,0.034176889166663,0.03289933320896517,0.2991605180110158,0.9738590416428587,84.99043545193383,P07954,FH,Neurology_II,Unique Protein
OID30840,926,0.0806014118928309,0.0372477040937855,0.030731047474728487,0.6686186456359944,65.52778381182544,Q13936,CACNA1C,Neurology_II,Unique Protein
OID30841,926,-0.005802297707666671,0.031041886667064443,0.8517666050191282,0.9905342527411105,94.54124971929926,Q14627,IL13RA2,Neurology_II,Unique Protein
OID30842,926,-0.031589914116263405,0.03409604001811237,0.3544344934953563,0.9738590416428587,219.25111161926725,Q9UL42,PNMA2,Neurology_II,Unique Protein
OID30843,926,0.05399954953934488,0.032303285342098906,0.0949408841268917,0.8512644303770075,44.74270892434486,O95196,CSPG5,Neurology_II,Unique Protein
OID30844,926,-0.012549045807107945,0.03252599342751627,0.6997237850302223,0.9890967725177496,59.05483573786255,O15382,BCAT2,Neurology_II,Unique Protein
OID30845,690,-0.06260243266525295,0.04536395497887881,0.16804714156735942,0.9622023924017565,273.12895158127844,Q5T871,LELP1,Neurology_II,Unique Protein
OID30846,926,0.03087293407182853,0.030512517470023714,0.31189864220179386,0.9738590416428587,80.5827546855334,Q687X5,STEAP4,Neurology_II,Unique Protein
OID30847,926,-0.020291548408420138,0.03351206007344481,0.544998881562187,0.984280259829374,109.64345639245356,Q0VDD7,BRME1,Neurology_II,Unique Protein
OID30848,926,0.031206991306284303,0.03366507200920033,0.3541821297022961,0.9738590416428587,106.90990331168575,P05549,TFAP2A,Neurology_II,Unique Protein
OID30849,926,-0.002211626388458881,0.033861477712640864,0.9479384871188665,0.9973916068124944,55.56827460567111,Q8WTQ1,DEFB104A_DEFB104B,Neurology_II,Unique Protein
OID30850,926,0.03856531944677233,0.03369910795892604,0.25275996155935393,0.9738590416428587,65.08896455490185,Q99700,ATXN2,Neurology_II,Unique Protein
OID30851,926,-0.0011801980359750028,0.032921587517174965,0.9714108686258331,0.9986550428843561,112.55218424966237,P23435,CBLN1,Neurology_II,Unique Protein
OID30852,926,0.029214101099739553,0.033135784287518365,0.37820149048832385,0.9802119444326501,69.96708827788576,Q86T26,TMPRSS11B,Neurology_II,Unique Protein
OID30853,926,0.05467385349768713,0.03437111557314109,0.11202855973654867,0.8853848664989608,57.06410806143031,P52788,SMS,Neurology_II,Unique Protein
OID30854,926,0.02688587808952549,0.03350045493718733,0.4224442935292978,0.9810524124677401,54.97199071333705,P26378,ELAVL4,Neurology_II,Unique Protein
OID30855,926,-0.017850552997495855,0.0325586540975873,0.5836499011152531,0.9844644449593747,56.124960646411495,P26715,KLRC1,Neurology_II,Unique Protein
OID30856,926,0.042540971234861114,0.033126790235910385,0.199405778307789,0.9736668941214823,108.1851024773672,Q6QNY1,BLOC1S2,Neurology_II,Unique Protein
OID30857,926,0.02972139722318388,0.03330219674641394,0.3723755803134222,0.9768042104491065,79.78212969670058,Q9Y6U3,SCIN,Neurology_II,Unique Protein
OID30858,926,-0.007291190444640437,0.032784391324335665,0.8240541283398795,0.9896473158806222,113.2883431029346,Q96PH6,DEFB118,Neurology_II,Unique Protein
OID30859,926,0.07375622118930257,0.03180891185503173,0.020631998254340193,0.5867938042378403,59.8956909795163,Q14129,DGCR6,Neurology_II,Unique Protein
OID30860,926,-0.015450341100743436,0.0336190766093269,0.6459349216839121,0.9859783110734047,64.22516858549454,Q8IWB1,ITPRIP,Neurology_II,Unique Protein
OID30861,926,-0.010797107600081105,0.031939108204967065,0.7354018255783747,0.9890967725177496,37.83754379296524,Q99856,ARID3A,Neurology_II,Unique Protein
OID30862,926,-0.03319590873316496,0.03357873780385613,0.3231238701106335,0.9738590416428587,52.3699422533027,Q8IVU1,IGDCC3,Neurology_II,Unique Protein
OID30863,926,0.0032620887369716888,0.034543857570791314,0.9247859305932418,0.9946257601720906,58.207576437403766,Q9UJC5,SH3BGRL2,Neurology_II,Unique Protein
OID30864,926,0.03991562337357671,0.035147440039644394,0.25639890760989215,0.9738590416428587,81.53830713291526,Q6P5Q4,LMOD2,Neurology_II,Unique Protein
OID30865,926,0.01443701642966742,0.03534552900115969,0.6830372571204524,0.9890967725177496,104.96173186545734,P05787,KRT8,Neurology_II,Unique Protein
OID30866,897,0.030109720294548968,0.03273611984350147,0.3579461439447421,0.9738590416428587,35.042440001126046,P28222,HTR1B,Neurology_II,Unique Protein
OID30867,690,0.009967903871625567,0.043152999270130395,0.8173934341311527,0.9896473158806222,387.22079337021995,Q9Y3B9,RRP15,Neurology_II,Unique Protein
OID30868,926,-0.007911113750777871,0.03407980035602431,0.8164857162959445,0.9896473158806222,83.99495534283152,Q9H492,MAP1LC3A,Neurology_II,Unique Protein
OID30869,926,0.0386329335462689,0.03462113686271798,0.26477127554071983,0.9738590416428587,121.54647536904235,Q99653,CHP1,Neurology_II,Unique Protein
OID30870,926,-0.030376730238943505,0.03517331396475297,0.3880202373710152,0.9810524124677401,35.51752475388537,Q6QEF8,CORO6,Neurology_II,Unique Protein
OID30871,926,0.053599441391251224,0.03309727772439216,0.10569889870311748,0.8777212525829898,57.99225283743207,Q12774,ARHGEF5,Neurology_II,Unique Protein
OID30872,926,0.06976236702308357,0.03563685690028568,0.05058543657791706,0.7007641285177799,78.27257133559321,O43396,TXNL1,Neurology_II,Unique Protein
OID30873,926,0.005824541833844909,0.033633994817485274,0.8625532294714048,0.9908257245605179,279.2792667544382,O14503,BHLHE40,Neurology_II,Unique Protein
OID30874,926,0.0028088766195199883,0.03304610160177469,0.9322812215953384,0.9946257601720906,553.2491978974983,P10523,SAG,Neurology_II,Unique Protein
OID30875,926,0.03817354649629491,0.03192192524179026,0.23207219301289522,0.9738590416428587,106.58219388686199,P55283,CDH4,Neurology_II,Unique Protein
OID30876,926,0.020796442746946597,0.032939402417160174,0.5279683061350535,0.9816185290187052,47.03433759083065,O15020,SPTBN2,Neurology_II,Unique Protein
OID30877,926,-0.003681332390073251,0.033034919784553446,0.9112940770763815,0.9946257601720906,170.27498288421617,Q8WXG9,ADGRV1,Neurology_II,Unique Protein
OID30878,926,0.00580078134378077,0.0328763370752855,0.8599858793906534,0.9908257245605179,51.73028326867508,Q8NFZ4,NLGN2,Neurology_II,Unique Protein
OID30879,926,-5.765319470726043e-4,0.03364718064390911,0.9863329941109766,0.9986550428843561,891.4157715420506,O15350,TP73,Neurology_II,Unique Protein
OID30880,926,0.03714707998785794,0.03421533240978721,0.27790771557652644,0.9738590416428587,54.63963104721734,O15083,ERC2,Neurology_II,Unique Protein
OID30881,926,0.024230389605808283,0.03255827408006099,0.4569391899324835,0.9816185290187052,73.66913971752868,Q86WK6,AMIGO1,Neurology_II,Unique Protein
OID30882,926,0.034305023838381986,0.03310062778081318,0.3002992886417008,0.9738590416428587,75.9581197324847,Q86UW9,DTX2,Neurology_II,Unique Protein
OID30883,926,0.05202473569161849,0.03353675125954885,0.1211857096959806,0.9106062453505174,70.1961259546902,Q8N8R5,C2orf69,Neurology_II,Unique Protein
OID30884,926,0.037657700326911125,0.03368536901253648,0.26389622363733584,0.9738590416428587,91.930309476047,P0C7M8,CLEC2L,Neurology_II,Unique Protein
OID30885,926,0.009561145528445999,0.038034616456463666,0.8015773856414881,0.9890967725177496,116.90026684349233,Q6P9F5,TRIM40,Neurology_II,Unique Protein
OID30886,926,-0.02242995892902724,0.03270549430401045,0.4930048367746196,0.9816185290187052,100.85541894144161,Q9HCM4,EPB41L5,Neurology_II,Unique Protein
OID30887,926,0.03892324061039534,0.03379105888130113,0.24967497518645493,0.9738590416428587,65.25012244784885,Q9Y285,FARSA,Neurology_II,Unique Protein
OID30888,926,-0.018079227059511534,0.03425438164078935,0.5977724494859966,0.9844644449593747,104.62540284945909,Q2M3V2,SOWAHA,Neurology_II,Unique Protein
OID30889,926,0.02301805821117363,0.03446649601010564,0.5044070490225039,0.9816185290187052,79.78492144114821,Q8IY33,MICALL2,Neurology_II,Unique Protein
OID30890,926,0.06523634781939475,0.03536149961414774,0.06538761545350885,0.7781991208386778,40.31534845717505,Q9NZA1,CLIC5,Neurology_II,Unique Protein
OID30891,690,0.0402617388536919,0.03935942425477785,0.30671360754363525,0.9738590416428587,78.0132201819609,Q9BV20,MRI1,Neurology_II,Unique Protein
OID30892,926,-0.017552902288470448,0.032524949302543335,0.5895540803970885,0.9844644449593747,58.97072599380676,Q9UHL0,DDX25,Neurology_II,Unique Protein
OID30893,926,0.014904865383932927,0.034735714373875196,0.667957500518069,0.9890967725177496,86.558209640075,Q93015,NAA80,Neurology_II,Unique Protein
OID30894,926,0.05698277320244677,0.035530351154604525,0.10911242894314084,0.8853848664989608,43.504045649630726,Q9P2M7,CGN,Neurology_II,Unique Protein
OID30895,926,-0.002438481287751437,0.03217897730268228,0.9396119232184524,0.9946257601720906,55.10324679142907,Q9ULH4,LRFN2,Neurology_II,Unique Protein
OID30896,926,0.04724017470143878,0.03189758527301085,0.13895626209022105,0.9467812449643733,54.348627585733745,Q16520,BATF,Neurology_II,Unique Protein
OID30897,926,0.02540611816020506,0.031717051042066916,0.4233282453845375,0.9810524124677401,161.95497724369946,Q53GD3,SLC44A4,Neurology_II,Unique Protein
OID30898,926,-0.015805447842599046,0.03088244233947473,0.6089202035227685,0.9859783110734047,41.84722833472834,Q6ZUT3,FRMD7,Neurology_II,Unique Protein
OID30899,661,0.06547555937505758,0.04102198507132916,0.11095886569136615,0.8853848664989608,40.91285580988205,Q12809,KCNH2,Neurology_II,Unique Protein
OID30900,926,0.09762443915736929,0.0323530265975185,0.0026203472644267777,0.46560009001948716,54.22225909570053,Q8N2Q7,NLGN1,Neurology_II,Unique Protein
OID30901,926,-0.035520644081555974,0.03240234671710645,0.2732671147802969,0.9738590416428587,44.32663560008715,Q9Y4C0,NRXN3,Neurology_II,Unique Protein
OID30902,926,0.018854092243127073,0.03371738478250807,0.5761772784301816,0.9844644449593747,38.669032765055555,O75718,CRTAP,Neurology_II,Unique Protein
OID30903,926,-0.031266808033798145,0.03314118834796667,0.34570664115279215,0.9738590416428587,156.96961802849515,Q9NY46,SCN3A,Neurology_II,Unique Protein
OID30904,926,0.011897784982756886,0.03355683064247686,0.7230047268071862,0.9890967725177496,61.66523517735586,Q96G03,PGM2,Neurology_II,Unique Protein
OID30905,926,-0.018242812073786398,0.03096371383079407,0.555896152478563,0.984280259829374,524.3600451123706,P48436,SOX9,Neurology_II,Unique Protein
OID30906,926,0.05550107514193581,0.03501349366562419,0.11328564490954886,0.8853848664989608,127.44965540771784,Q9HBL6,LRTM1,Neurology_II,Unique Protein
OID30907,926,0.06065248714637862,0.03418098031701939,0.07632502007501621,0.7937752535323384,56.211085220272636,Q9P2M1,LRP2BP,Neurology_II,Unique Protein
OID30908,926,-0.0014712005715040906,0.036490171413288065,0.9678487277373514,0.9986550428843561,106.74969175371692,Q10571,MN1,Neurology_II,Unique Protein
OID30909,926,0.017333438936143773,0.032878607286346936,0.5981874962311824,0.9844644449593747,60.20681997835605,P61366,OSTN,Neurology_II,Unique Protein
OID30910,926,0.033467117290533664,0.03260909166511128,0.30501885957288155,0.9738590416428587,50.311776722149546,P48775,TDO2,Neurology_II,Unique Protein
OID30911,690,0.02671031991855089,0.041645240072575786,0.5214974440929216,0.9816185290187052,67.85527733856944,Q9C0A0,CNTNAP4,Neurology_II,Unique Protein
OID30912,926,-9.756231338166413e-4,0.03476643469315848,0.9776187245929747,0.9986550428843561,94.19508466400335,Q9NUG6,PDRG1,Neurology_II,Unique Protein
OID30913,926,0.062396295469188935,0.03415232462260961,0.06802936660809465,0.7837778792672053,53.78484143393655,P09455,RBP1,Neurology_II,Unique Protein
OID30914,926,-0.0037704174970794074,0.03187452918237974,0.9058646697160031,0.9946257601720906,45.33552455220375,Q86UP6,CUZD1,Neurology_II,Unique Protein
OID30915,926,0.027229374473271537,0.03508133496418702,0.4378466772887478,0.9816185290187052,83.338276095049,Q9ULU8,CADPS,Neurology_II,Unique Protein
OID30916,926,0.0587932455853686,0.03475772243797275,0.09108293741361823,0.832669179242652,67.8067037840852,Q9NPB3,CABP2,Neurology_II,Unique Protein
OID30917,926,0.021436135060126413,0.035382503923319014,0.5447731042320854,0.984280259829374,52.23929330539085,Q96A32,MYLPF,Neurology_II,Unique Protein
OID30918,926,0.08289973605308679,0.034094176779357735,0.015230123839065437,0.5176471160649799,35.87643699700166,Q16401,PSMD5,Neurology_II,Unique Protein
OID30919,926,0.06333359834896037,0.03384892271100839,0.06165865275415855,0.7602194539457425,72.86876053673177,P20823,HNF1A,Neurology_II,Unique Protein
OID30920,926,-0.014891810998354581,0.033958495254688734,0.6611070748862001,0.9890967725177496,59.992332870911646,P63211,GNGT1,Neurology_II,Unique Protein
OID30921,926,0.031123399471411493,0.03437107297418859,0.36543577691553675,0.9738590416428587,77.59841465146306,O15234,CASC3,Neurology_II,Unique Protein
OID30922,926,0.027044446786604125,0.03286904924679252,0.41084229914876214,0.9810524124677401,54.10134771540515,Q6UWJ8,CD164L2,Neurology_II,Unique Protein
OID30923,926,0.12130940192074272,0.03247107552370253,1.9875513448643228e-4,0.3816047452338442,57.03401583733611,Q16650,TBR1,Neurology_II,Unique Protein
OID30924,926,-0.038594100318842625,0.032033891830639184,0.22859983707894227,0.9738590416428587,65.03982804034906,Q5VT99,LRRC38,Neurology_II,Unique Protein
OID30925,926,0.03593891997277946,0.03343139066391791,0.2826592176149087,0.9738590416428587,43.78103472225691,P63172,DYNLT1,Neurology_II,Unique Protein
OID30926,926,0.010582178084022207,0.0337021397099871,0.7536001016279388,0.9890967725177496,925.8382600284824,P43007,SLC1A4,Neurology_II,Unique Protein
OID30927,926,0.016157287797732855,0.03450164169266147,0.6396794572316509,0.9859783110734047,68.85380811186491,Q14184,DOC2B,Neurology_II,Unique Protein
OID30928,926,0.00901212846362622,0.03194480606418673,0.7779194367666914,0.9890967725177496,52.36066296390237,P0DKB5,TPBGL,Neurology_II,Unique Protein
OID30929,926,0.013587063595221431,0.03455940074091943,0.6943006398661848,0.9890967725177496,100.58307622128169,P54105,CLNS1A,Neurology_II,Unique Protein
OID30930,926,0.00843800719483068,0.03190517437378218,0.7914769580767909,0.9890967725177496,67.89709846979541,P11229,CHRM1,Neurology_II,Unique Protein
OID30931,926,-0.036581105637563144,0.03532728448941532,0.3007163083910918,0.9738590416428587,104.90522206346131,Q9ULW2,FZD10,Neurology_II,Unique Protein
OID30932,926,0.009307852626258243,0.03285898064955762,0.7770373119547642,0.9890967725177496,93.22902466384048,Q0P6D2,DIPK1C,Neurology_II,Unique Protein
OID30933,926,-0.02551085889101818,0.03329995254461201,0.44382098407748194,0.9816185290187052,62.393714846042926,O75121,MFAP3L,Neurology_II,Unique Protein
OID30934,926,-0.03389895991618198,0.03391209040355387,0.3177654114405298,0.9738590416428587,70.48244609974017,P61266,STX1B,Neurology_II,Unique Protein
OID30935,926,-0.04194454068553092,0.03387539748614768,0.2159631059546607,0.9738590416428587,44.38437783682206,Q68J44,DUSP29,Neurology_II,Unique Protein
OID30936,926,0.02327511507992162,0.03393480871369008,0.49296634100995773,0.9816185290187052,68.35443088150221,P14649,MYL6B,Neurology_II,Unique Protein
OID30937,926,-0.01583842383215073,0.032785249256118094,0.6291445256773811,0.9859783110734047,61.70680471275366,B6A8C7,TARM1,Neurology_II,Unique Protein
OID30938,926,0.03915782399583159,0.034769324135783,0.26037231532555233,0.9738590416428587,227.6745480715856,O15212,PFDN6,Neurology_II,Unique Protein
OID30939,926,0.03730655560567718,0.030331954409969566,0.21903867282090753,0.9738590416428587,65.22293740365774,Q96KJ4,MSLNL,Neurology_II,Unique Protein
OID30940,926,0.010490422364805858,0.03404101363564629,0.7580239007164284,0.9890967725177496,62.53359234785363,Q8N6Q1,TMCO5A,Neurology_II,Unique Protein
OID30941,926,0.018910380651685252,0.033741345115264894,0.5753105156604927,0.9844644449593747,204.92574067642812,Q9UGI9,PRKAG3,Neurology_II,Unique Protein
OID30942,926,0.0186403830235012,0.034965779946185056,0.5940928985332214,0.9844644449593747,115.55824623727457,Q9UNY4,TTF2,Neurology_II,Unique Protein
OID30943,926,0.02564303870704216,0.031227326125023325,0.41176420232886723,0.9810524124677401,917.9387081442767,P54277,PMS1,Neurology_II,Unique Protein
OID30944,926,-0.0032980512297513835,0.030941665054108797,0.9151384353182314,0.9946257601720906,62.120788680471904,Q86TM3,DDX53,Neurology_II,Unique Protein
OID30945,926,0.044149412549521164,0.03451642317417334,0.20119562232274216,0.9736668941214823,82.51787392595413,Q8TC05,MDM1,Neurology_II,Unique Protein
OID30946,926,0.010707256038825197,0.03432542587614023,0.7551628633673526,0.9890967725177496,85.19563016093478,Q9BX10,GTPBP2,Neurology_II,Unique Protein
OID30947,926,-0.009917698674603535,0.03197748356156516,0.7565211781267167,0.9890967725177496,54.51960925303556,P50897,PPT1,Neurology_II,Unique Protein
OID30948,926,0.002953008864984604,0.03320839687744772,0.929162355430018,0.9946257601720906,135.3778878952132,O60939,SCN2B,Neurology_II,Unique Protein
OID30949,926,0.04297535261893429,0.03347439437740286,0.19953122836934342,0.9736668941214823,70.38514524069339,P63010,AP2B1,Neurology_II,Unique Protein
OID30950,926,0.02667123502764951,0.03378592159946955,0.4300743835099088,0.9816185290187052,67.54114631744983,Q7Z3D4,LYSMD3,Neurology_II,Unique Protein
OID30951,926,0.04003559033859487,0.03425731485472389,0.24284359265165112,0.9738590416428587,38.87858339347568,P09683,SCT,Neurology_II,Unique Protein
OID30952,926,0.06696866036718697,0.03482207988555837,0.05477297123781278,0.731273823893614,59.075469110972264,P49069,CAMLG,Neurology_II,Unique Protein
OID30953,926,0.009310838606318806,0.03519417675508994,0.7914116490695996,0.9890967725177496,33.38386740636111,P43146,DCC,Neurology_II,Unique Protein
OID30954,926,0.019515986638402393,0.03374637915810861,0.5631965179702898,0.984280259829374,76.55011653850809,P52799,EFNB2,Neurology_II,Unique Protein
OID30955,926,0.0024542995247204117,0.03341190974706948,0.9414596421338972,0.9946257601720906,96.41475892139914,O60218,AKR1B10,Neurology_II,Unique Protein
OID30956,926,0.004015852829005263,0.03528300986001141,0.909407089482006,0.9946257601720906,91.06179755047016,Q96BJ3,AIDA,Neurology_II,Unique Protein
OID30957,926,-0.010474301515680998,0.033591239770037244,0.7552519132600855,0.9890967725177496,40.00770541077146,O14967,CLGN,Neurology_II,Unique Protein
OID30958,926,0.011391597221094011,0.03276742570720809,0.7281839400299892,0.9890967725177496,42.71300808077909,P60763,RAC3,Neurology_II,Unique Protein
OID30959,926,0.05015657791743783,0.0339654153150847,0.14010551790896283,0.9523916949951124,88.45181677155266,Q92834,RPGR,Neurology_II,Unique Protein
OID30960,926,0.02646769926857759,0.03309658637402462,0.42408842742103636,0.9810524124677401,54.36979286326553,P98164,LRP2,Neurology_II,Unique Protein
OID30961,926,0.030338356513788578,0.03411310305374632,0.37405367517647403,0.9772978641675205,159.99440437538536,P10301,RRAS,Neurology_II,Unique Protein
OID30962,926,0.037494848949446616,0.03369614990847567,0.26611852684354353,0.9738590416428587,60.12468255350476,Q8IY31,IFT20,Neurology_II,Unique Protein
OID30963,926,-0.011079600729350441,0.03593750920673764,0.7579236811226705,0.9890967725177496,113.75229354125298,P01270,PTH,Neurology_II,Unique Protein
OID30964,690,-0.012214973540105919,0.03775324638011679,0.7463818040486319,0.9890967725177496,82.66218863012736,P10746,UROS,Neurology_II,Unique Protein
OID30965,926,0.020520176174252176,0.034217136535966745,0.5488533616476581,0.984280259829374,79.65911737402831,Q7L0J3,SV2A,Neurology_II,Unique Protein
OID30966,926,0.044234574543772893,0.03234751145648693,0.1718147886727028,0.9622023924017565,254.43136597544074,P04062,GBA,Neurology_II,Unique Protein
OID30967,926,0.03292992245191027,0.03289139670163569,0.31701190425581616,0.9738590416428587,49.410447604085974,P20916,MAG,Neurology_II,Unique Protein
OID30968,926,-0.014104624105638949,0.03411833200817097,0.6794093512850982,0.9890967725177496,58.68634626677084,Q53EL9,SEZ6,Neurology_II,Unique Protein
OID30969,926,0.010377958468868744,0.032639381940108216,0.7505900923456605,0.9890967725177496,47.385599654165325,Q2UY09,COL28A1,Neurology_II,Unique Protein
OID30970,926,0.07474268927296221,0.033572534242300625,0.026239570108131462,0.6511890223236023,49.7682245226801,O14578,CIT,Neurology_II,Unique Protein
OID30971,926,-0.05502920632852404,0.0475758360163922,0.24771565594804196,0.9738590416428587,60.72639299564852,Q9BY14,TEX101,Neurology_II,Unique Protein
OID30972,926,0.0339866753985569,0.03388670208532008,0.31615325978127207,0.9738590416428587,80.12542535334501,P24386,CHM,Neurology_II,Unique Protein
OID30973,926,-0.0063584468420327875,0.031948836895991956,0.8422921134520539,0.9905342527411105,64.86248954890671,Q8IWP9,CCDC28A,Neurology_II,Unique Protein
OID30974,926,-0.04673545864297646,0.03359229544929841,0.16449031308683212,0.9622023924017565,123.69115386372759,P35556,FBN2,Neurology_II,Unique Protein
OID30975,926,0.03546757139524751,0.033910859124171515,0.2958840043687453,0.9738590416428587,84.54303083015299,Q15735,INPP5J,Neurology_II,Unique Protein
OID30976,926,0.034302938081797615,0.03408323046966449,0.31447028676442684,0.9738590416428587,40.22050828411355,Q15398,DLGAP5,Neurology_II,Unique Protein
OID30977,926,0.010545110828402609,0.03206970598627342,0.7423690784359059,0.9890967725177496,40.34752846239291,Q13002,GRIK2,Neurology_II,Unique Protein
OID30978,926,-0.028111104223293704,0.03387638136299727,0.4068628810952738,0.9810524124677401,51.06356840325789,Q9BX66,SORBS1,Neurology_II,Unique Protein
OID30979,926,0.009508667482915768,0.03291379170191685,0.7727270889181159,0.9890967725177496,41.29457192257164,Q07617,SPAG1,Neurology_II,Unique Protein
OID30980,926,0.04905455716607339,0.03298475789165303,0.13731369192563056,0.9466224563646655,47.44762527663121,Q8WWM7,ATXN2L,Neurology_II,Unique Protein
OID30981,926,0.014566542050244786,0.031460376704300415,0.6434669736838619,0.9859783110734047,115.54783104711288,P48431,SOX2,Neurology_II,Unique Protein
OID30982,926,0.004735155786596234,0.032814724806808915,0.8852959570772883,0.993446834531741,47.4389453276056,Q9BZJ3,TPSD1,Neurology_II,Unique Protein
OID30983,926,0.07967119414469964,0.032367300453152004,0.014022630565386236,0.5176471160649799,61.301751742255064,Q9NPD7,NRN1,Neurology_II,Unique Protein
OID30984,926,-0.013167565866106824,0.04102971031820094,0.7483394443078604,0.9890967725177496,41.72085291530261,A6NFN3,RBFOX3,Neurology_II,Unique Protein
OID30985,926,0.022467458454168664,0.03433710639483807,0.5130720310357652,0.9816185290187052,84.82691353504936,Q96JB5,CDK5RAP3,Neurology_II,Unique Protein
OID30986,926,-0.04422006880693096,0.03451359782623624,0.20043929522539858,0.9736668941214823,43.62247521894179,O60662,KLHL41,Neurology_II,Unique Protein
OID30987,926,-0.003586764262067504,0.035151040085437284,0.9187486346368284,0.9946257601720906,47.78815666398994,Q9HCY8,S100A14,Neurology_II,Unique Protein
OID30988,926,0.054342126536677415,0.033709439895079595,0.10729478083834983,0.8853848664989608,51.43148686648341,P08651,NFIC,Neurology_II,Unique Protein
OID30989,926,0.023857313895745087,0.03248373099338919,0.46287177505307664,0.9816185290187052,58.50056640743191,Q9UM54,MYO6,Neurology_II,Unique Protein
OID30990,926,0.029506541008833074,0.03697610819236147,0.42508623037564275,0.9810524124677401,40.8274882620683,Q96QH8,SPACA5_SPACA5B,Neurology_II,Unique Protein
OID30991,926,0.05513379846738731,0.032676816855078505,0.09190121341752505,0.8368450056679929,48.24218908756514,Q8WVC0,LEO1,Neurology_II,Unique Protein
OID30992,926,0.006526256493504753,0.03452997226304733,0.8501331578427285,0.9905342527411105,48.743437197703734,P12319,FCER1A,Neurology_II,Unique Protein
