OlinkID,epvs_thalamus_6_nobs,epvs_thalamus_6_beta,epvs_thalamus_6_se,epvs_thalamus_6_pvalue,epvs_thalamus_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20580,924,0.04917862648221423,0.03158516908458328,0.11981736547827403,0.999912880572633,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,924,-0.03905667968109475,0.03161263363622069,0.21697473818651913,0.999912880572633,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,924,0.009779843964064616,0.03389413304111234,0.7729990135862447,0.999912880572633,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,924,-0.03702619079549175,0.03365472417944525,0.2715480520899561,0.999912880572633,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,924,0.02091870528946836,0.03412190345001197,0.5399925436662065,0.999912880572633,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,924,-0.012565440056262247,0.03413533585043123,0.7128801676618297,0.999912880572633,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,661,0.014554609919946759,0.037382900541544695,0.6971553263767314,0.999912880572633,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,924,0.02995648846662682,0.032291249568670945,0.353813041524882,0.999912880572633,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,924,-0.01773727975302362,0.03346971931917026,0.5962769765126974,0.999912880572633,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,924,-0.0012473603783914901,0.033585188185447645,0.9703814423876465,0.999912880572633,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,924,0.03761677448257211,0.03120358748973382,0.22831598036575126,0.999912880572633,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,924,-0.0026800579873764133,0.031178976639073114,0.9315195050822765,0.999912880572633,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,924,0.04289934900648566,0.03348466612359954,0.20046534190027515,0.999912880572633,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,924,-0.009230832479849174,0.031814812216039996,0.7717738305280515,0.999912880572633,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,924,-0.01053064512104105,0.03390771806838739,0.7562009637642693,0.999912880572633,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,924,0.0044575182217311705,0.030454922653714443,0.8836663882414407,0.999912880572633,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,924,-0.027000131875822616,0.03685200354435394,0.46395380239689765,0.999912880572633,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
