OlinkID,epvs_6_nobs,epvs_6_beta,epvs_6_se,epvs_6_pvalue,epvs_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20746,925,-0.02701120025356211,0.03138765989472508,0.38970446291377614,0.6410276562166392,37.01241941142002,Q96KG7,MEGF10,Inflammation,Unique Protein
OID20747,925,-0.07661847340860942,0.031590352751942136,0.015487469456304302,0.17467399000688585,39.858001359579376,P24387,CRHBP,Inflammation,Unique Protein
OID20748,925,-0.020405204500720007,0.035297643153023146,0.563347521147155,0.7612874730989986,37.934532161509125,P56470,LGALS4,Inflammation,Unique Protein
OID20749,925,0.03074193645785252,0.030883223470329256,0.3197959117120108,0.5767851352492944,39.648877578006605,Q9H008,LHPP,Inflammation,Unique Protein
OID20750,925,0.048653975756173945,0.03188740850185515,0.1274081368400795,0.35266475756018223,36.49882086337287,O14773,TPP1,Inflammation,Unique Protein
OID20751,925,0.07077079764556303,0.03155364253037344,0.025146636923595582,0.1820633388742387,40.05856097902345,Q6UXH1,CRELD2,Inflammation,Unique Protein
OID20752,925,-0.03831880724161974,0.030803274896663697,0.21382760029517636,0.4695853310764842,37.01259159072423,Q99895,CTRC,Inflammation,Unique Protein
OID20753,925,-0.009511583620237584,0.03449326850291597,0.7828016663545316,0.9001295321614068,38.05599218828184,Q9NQ76,MEPE,Inflammation,Unique Protein
OID20754,925,-0.05389969766291069,0.0313279502791679,0.08568403479972297,0.2893792840814382,38.09534465702129,Q4KMG0,CDON,Inflammation,Unique Protein
OID20755,925,-0.029993327818311648,0.031912046747973155,0.3475328586611953,0.6043060951021261,36.88265828676459,Q9UHX3,ADGRE2,Inflammation,Unique Protein
OID20756,925,-0.02554856630837427,0.03534957600457346,0.47002633088060697,0.7045574180328278,34.086525179117594,Q15109,AGER,Inflammation,Unique Protein
OID20757,925,0.006824851844602672,0.03059069185225391,0.8235063370041549,0.9173433776917472,29.5868876537939,P27930,IL1R2,Inflammation,Unique Protein
OID20758,925,-0.049499859056531606,0.03188719155962025,0.12093017161449238,0.34485745524796213,35.41340162872389,Q9NQ30,ESM1,Inflammation,Unique Protein
OID20759,925,-0.033232265265407575,0.03452027824832916,0.33596144271624806,0.5937214613419547,44.302958556113246,Q9HCB6,SPON1,Inflammation,Unique Protein
OID20760,925,0.07352507226028984,0.0316921958016495,0.020564180816957336,0.17467399000688585,116.26100343931618,Q9UII2,ATP5IF1,Inflammation,Unique Protein
OID20761,925,0.07470061207862293,0.032147914182606555,0.02036503012762872,0.17467399000688585,92.53652192578815,O75563,SKAP2,Inflammation,Unique Protein
OID20762,925,0.09084277920405723,0.031541737036734456,0.00406962799532086,0.17467399000688585,50.82644345969697,P09341,CXCL1,Inflammation,Unique Protein
OID20763,925,0.02676505833408864,0.035046035567298676,0.44523849121176606,0.6832723862336295,35.736233333157855,Q16651,PRSS8,Inflammation,Unique Protein
OID20764,925,-0.037717583861905823,0.03514543264661035,0.2834740892936844,0.542801232143281,35.07144251153089,Q03405,PLAUR,Inflammation,Unique Protein
OID20765,925,0.04721783853087744,0.031178206544681203,0.13026125922237175,0.3581878275700777,47.69628441958692,O00626,CCL22,Inflammation,Unique Protein
OID20766,925,-0.06676445903765907,0.03937927466912237,0.09033988722490749,0.29615129255045824,34.379448135941836,P51888,PRELP,Inflammation,Unique Protein
OID20767,925,-0.0235507544530263,0.03159115684740218,0.456171959069013,0.6925767753191574,34.32367968710172,O00339,MATN2,Inflammation,Unique Protein
OID20768,925,-0.023771237542988242,0.03666477010877607,0.5169297031575866,0.7334881176357406,35.579421777540595,P36941,LTBR,Inflammation,Unique Protein
OID20769,925,0.005712211320386012,0.03263243354544365,0.8610818590133769,0.9364819314768288,35.89573161713085,Q16363,LAMA4,Inflammation,Unique Protein
OID20770,925,-0.014234937715584475,0.030270821708204918,0.638287864429928,0.8191989705994858,36.15211388473041,P19883,FST,Inflammation,Unique Protein
OID20771,925,-0.039282892533619995,0.035944663643849385,0.2747414411763276,0.5332465023628191,42.245395729766955,Q9BU40,CHRDL1,Inflammation,Unique Protein
OID20772,925,0.018732554689602214,0.03240254834683631,0.5633272217410888,0.7612874730989986,36.836681536305555,O00175,CCL24,Inflammation,Unique Protein
OID20773,925,0.052810259452552855,0.03089015654488946,0.08768035902924592,0.291569612562555,34.68655711002526,Q99538,LGMN,Inflammation,Unique Protein
OID20774,925,0.0596358690480163,0.03213581036195909,0.06381519719638885,0.24867562307131305,35.95008297114866,Q14118,DAG1,Inflammation,Unique Protein
OID20775,925,0.03433543604374147,0.030346353404675456,0.25816503678969477,0.5165067779166858,52.59369061116944,P54317,PNLIPRP2,Inflammation,Unique Protein
OID20776,925,-0.02926335885630646,0.032036310208441825,0.3612528931133301,0.6178713906204002,36.47807664636702,Q8IYS5,OSCAR,Inflammation,Unique Protein
OID20777,925,-0.03703089790270494,0.032605994557762204,0.2563796780285439,0.514310919138703,30.564485340331782,Q15166,PON3,Inflammation,Unique Protein
OID20778,925,-0.007932025527111551,0.03543283635483755,0.8229161455776476,0.9171159262901643,56.39527465437967,P07148,FABP1,Inflammation,Unique Protein
OID20779,925,0.07320962947844799,0.0321496710251026,0.023010133189780357,0.17567393388516023,62.38913107645031,O95866,MPIG6B,Inflammation,Unique Protein
OID20780,925,-0.034859091953551316,0.033790138146248115,0.3025190161205565,0.5595472461339245,39.59278947421786,P15291,B4GALT1,Inflammation,Unique Protein
OID20781,925,0.02413621227306433,0.0352308813962035,0.4934647609051994,0.7189013320015253,32.46960081458492,O00182,LGALS9,Inflammation,Unique Protein
OID20782,925,-0.05970909283533837,0.03964582328607456,0.13240042531139823,0.36202660728271,38.81506104391998,O95633,FSTL3,Inflammation,Unique Protein
OID20783,925,0.021259602957237316,0.03489478772667869,0.5425127053798464,0.7495271672628796,35.85246035639629,Q92956,TNFRSF14,Inflammation,Unique Protein
OID20784,925,-0.04373210308180789,0.03405400295513704,0.19940148695396273,0.45083303430403243,40.16415392191319,Q9BYZ8,REG4,Inflammation,Unique Protein
OID20785,925,-0.1420969113728531,0.03458417909189123,4.339724416533864e-5,0.12685014469528486,38.68122398665847,Q8TEU8,WFIKKN2,Inflammation,Unique Protein
OID20786,925,-0.053028563404643854,0.035386654739887405,0.1343403062498632,0.3649411851006972,39.65029270805938,O00468,AGRN,Inflammation,Unique Protein
OID20787,925,-0.08998590295668261,0.03289287033948318,0.006346214222236103,0.17467399000688585,42.10323312509202,Q03403,TFF2,Inflammation,Unique Protein
OID20788,925,0.06642901118739525,0.031991029248115706,0.0381308125909222,0.2015327308270365,58.50551046835607,P19876,CXCL3,Inflammation,Unique Protein
OID20789,925,-0.048514954247588435,0.031294494143383776,0.12142642438628568,0.3454110037647984,34.59988508623484,Q13232,NME3,Inflammation,Unique Protein
OID30420,926,0.08760968752845537,0.03049884533256356,0.004166790704920265,0.17467399000688585,559.8627622093624,Q8N907,DAND5,Inflammation_II,Unique Protein
OID30421,926,-0.031741844712957885,0.03252259528568353,0.32932844493269353,0.5870121447073987,35.35669478104476,P24530,EDNRB,Inflammation_II,Unique Protein
OID30422,926,-0.02734284404613766,0.03020988070878132,0.36565538254223906,0.6222136157875121,48.709385436310185,Q99665,IL12RB2,Inflammation_II,Unique Protein
OID30423,926,0.03040105942668969,0.03002615274591755,0.3115763478201432,0.5702803160164549,45.9142719813142,Q7Z698,SPRED2,Inflammation_II,Unique Protein
OID30424,926,7.281744109796386e-4,0.029964167402158293,0.9806174685552596,0.9914717608395102,69.90938316061842,Q9NRR2,TPSG1,Inflammation_II,Unique Protein
OID30425,926,0.04749361377325288,0.029266127635749033,0.10497647236458754,0.3206334678387559,31.429736601494252,Q16665,HIF1A,Inflammation_II,Unique Protein
OID30426,926,-0.05424827743239305,0.030233821698303475,0.07310039013250959,0.2677599503224631,46.244582057040546,Q9Y4C1,KDM3A,Inflammation_II,Unique Protein
OID30427,926,0.0397247513465941,0.03047345079428669,0.19270642585391626,0.44544110919562746,41.5605995604305,Q9H832,UBE2Z,Inflammation_II,Unique Protein
OID30428,926,0.03312500851158836,0.030351662748840158,0.27539891776986036,0.5339769445682034,48.023959158800054,O00206,TLR4,Inflammation_II,Unique Protein
OID30429,926,-0.05974613017468108,0.030815189980767918,0.052829797461472594,0.22979389580339943,28.245292380825116,P10070,GLI2,Inflammation_II,Unique Protein
OID30430,926,-0.032668107169915056,0.030224587950557977,0.2800538215181999,0.5396158999984827,42.83569531860512,Q04609,FOLH1,Inflammation_II,Unique Protein
OID30431,926,0.011930850387260683,0.030789643322482664,0.698480477016459,0.8546079674839303,75.40595763065262,Q9NQI0,DDX4,Inflammation_II,Unique Protein
OID30432,926,0.07123984218761767,0.031055854137139387,0.02202305868435187,0.17486788232914327,49.934998239968316,Q13190,STX5,Inflammation_II,Unique Protein
OID30433,926,0.025374221892283274,0.03072933070584133,0.4091731948590922,0.6583328991493768,40.05337617683498,Q6R327,RICTOR,Inflammation_II,Unique Protein
OID30434,926,-0.03999577980104215,0.030664545392271425,0.19246277928319547,0.44544110919562746,121.25040118623127,P03372,ESR1,Inflammation_II,Unique Protein
OID30435,926,-0.004702207902906775,0.030321948083067738,0.8767959430663381,0.9415409778041536,43.69947868567433,P41273,TNFSF9,Inflammation_II,Unique Protein
OID30436,926,-0.001957035897502613,0.030678338708542124,0.9491498493222906,0.9739936624124095,62.93671895494452,Q9BY41,HDAC8,Inflammation_II,Unique Protein
OID30437,926,0.005849025986569047,0.030253772899512428,0.8467422548762465,0.9287158015021646,46.151688906853124,P43378,PTPN9,Inflammation_II,Unique Protein
OID30438,661,0.047503236958782495,0.03539294860231316,0.18001787649634893,0.4320133440056058,27.274786570966224,Q09472,EP300,Inflammation_II,Unique Protein
OID30439,926,0.0056882185766650925,0.030021604365197112,0.8497662928619426,0.9306217697961654,34.23836259612328,Q96EB6,SIRT1,Inflammation_II,Unique Protein
OID30440,926,0.021655964835236123,0.03197947260212366,0.49846272235216005,0.721608464345143,53.22451268035141,P24928,POLR2A,Inflammation_II,Unique Protein
OID30441,926,0.004157015931443333,0.031129704503246924,0.8937971584195017,0.9507165553348629,29.812857998260554,Q9HBE5,IL21R,Inflammation_II,Unique Protein
OID30442,926,-0.02444539814392306,0.02911283883018249,0.401310942919213,0.6507691503501681,47.150834133122856,Q92185,ST8SIA1,Inflammation_II,Unique Protein
OID30443,926,-0.02574635214150666,0.028521676759270382,0.36692840877479127,0.6235649644469272,53.60335048180747,P10767,FGF6,Inflammation_II,Unique Protein
OID30444,926,0.0799877792660095,0.030662920187958846,0.009240836350021858,0.17467399000688585,82.40912564379391,Q8WX93,PALLD,Inflammation_II,Unique Protein
OID30445,926,0.06708913017376306,0.030586278921302446,0.028529518839702252,0.1867636789700508,42.73779103876372,Q9UPW0,FOXJ3,Inflammation_II,Unique Protein
OID30446,926,0.03485959221351038,0.031043045450381748,0.2617592179473572,0.5204912884762756,49.4926830247398,P25490,YY1,Inflammation_II,Unique Protein
OID30447,926,-0.054774943520920515,0.0335931137739998,0.10333519035649107,0.31759602844656193,44.20875235067147,Q6UXZ4,UNC5D,Inflammation_II,Unique Protein
OID30448,926,-0.0025669710977655113,0.029647494771164913,0.9310220762548688,0.9658900196768994,44.93751571806527,P09693,CD3G,Inflammation_II,Unique Protein
OID30449,926,-0.006715196339252064,0.03075782033375455,0.8272252386289984,0.9197335003851511,43.337856269990134,Q05329,GAD2,Inflammation_II,Unique Protein
OID30450,926,-0.058659711528839115,0.03213919020643256,0.06830380637172015,0.2566221414197146,26.237284304335056,Q6UXM1,LRIG3,Inflammation_II,Unique Protein
OID30451,926,0.054163021568614585,0.031067747897199127,0.08160610968657644,0.28162297357008614,27.84551098463421,P15531,NME1,Inflammation_II,Unique Protein
OID30452,926,0.020984300572555046,0.02996224982941064,0.4838837790628725,0.7150618231550941,59.790512120980935,P62834,RAP1A,Inflammation_II,Unique Protein
OID30453,926,0.05633920821786763,0.029900878524773616,0.0598583687748075,0.24186361130028983,39.28269618013237,P15927,RPA2,Inflammation_II,Unique Protein
OID30454,926,0.04230719594243455,0.03198831548221909,0.18630827507539918,0.44038532184709706,34.71299000115691,P61328,FGF12,Inflammation_II,Unique Protein
OID30455,926,0.010056822953702815,0.030060285293242697,0.7380382081764815,0.8773949720542271,50.174401048210036,P46013,MKI67,Inflammation_II,Unique Protein
OID30456,926,-0.04252819896717789,0.029465246926626526,0.1492723893132197,0.38544451763475374,30.179392851818694,P24864,CCNE1,Inflammation_II,Unique Protein
OID30457,926,0.061255855982309405,0.03104424181077758,0.0487790562312317,0.2219730150267486,57.432019536738736,P85299,PRR5,Inflammation_II,Unique Protein
OID30458,926,-0.02330325166352251,0.02959326778529973,0.43122401390696963,0.6733268123130728,29.909454261322054,P49715,CEBPA,Inflammation_II,Unique Protein
OID30459,926,0.018168987060463042,0.030900782066766466,0.5566935950186471,0.7561409750183576,29.144129407402964,Q9NP95,FGF20,Inflammation_II,Unique Protein
OID30460,926,-0.03897249583824568,0.030349511974618822,0.19942768161310775,0.45083303430403243,40.73100236364463,P06401,PGR,Inflammation_II,Unique Protein
OID30461,926,-0.03081367534565213,0.02888794176174147,0.28640887116844926,0.5446799807582154,30.121261453930494,Q6UXL0,IL20RB,Inflammation_II,Unique Protein
OID30462,926,-0.007697102248245439,0.030727431823112144,0.8022605656722093,0.9091205022004881,38.41880873090686,Q9NP85,NPHS2,Inflammation_II,Unique Protein
OID30463,926,0.025256762189460675,0.03190118314054564,0.4287321930526783,0.6715885317754441,55.85033983178186,Q01201,RELB,Inflammation_II,Unique Protein
OID30464,926,-0.03455810330246647,0.03306862810525051,0.2962826329080835,0.5536691216503229,38.95409376704975,Q9NZS2,KLRF1,Inflammation_II,Unique Protein
OID30465,926,0.0706820447292201,0.030918396872804885,0.022479694449955002,0.17566314492476012,54.62621636243254,Q9Y2I7,PIKFYVE,Inflammation_II,Unique Protein
OID30466,926,0.035641181936245755,0.029382139624912304,0.22543792840293864,0.4825459469457629,64.66281021703033,Q9NWV8,BABAM1,Inflammation_II,Unique Protein
OID30467,690,-0.010631567717526871,0.03726927290353152,0.7755304738202011,0.8977725049411674,95.41671564974592,O00401,WASL,Inflammation_II,Unique Protein
OID30468,690,-0.015481874827091187,0.03701330630716438,0.6758776487128326,0.8414380953481277,45.167005768673434,Q04837,SSBP1,Inflammation_II,Unique Protein
OID30469,926,0.009272718824030362,0.03183604335060911,0.7709155475692907,0.8957138088983202,47.94712555033888,O75365,PTP4A3,Inflammation_II,Unique Protein
OID30470,926,0.024460013404830176,0.030064317219793017,0.4160941423457636,0.6632600768546877,46.208263504771615,Q12888,TP53BP1,Inflammation_II,Unique Protein
OID30471,926,0.024895459116305,0.03252603553405251,0.4442323739410856,0.6831432733210033,47.84665595102106,O75173,ADAMTS4,Inflammation_II,Unique Protein
OID30472,926,-0.023327194738381428,0.03383179558427544,0.49068223043818393,0.7182887920648432,136.84070274691155,Q9UHA7,IL36A,Inflammation_II,Unique Protein
OID30473,926,0.0131705865904368,0.030256536755066833,0.6634504874216217,0.8320658698262731,48.78026940277998,Q96EP0,RNF31,Inflammation_II,Unique Protein
OID30474,926,0.08830897871889057,0.031429735543329604,0.005065251038847686,0.17467399000688585,51.0214574071156,O95429,BAG4,Inflammation_II,Unique Protein
OID30475,926,-0.027043023812653603,0.031393196138669956,0.3892297360832384,0.6409681794767921,46.46614358368821,Q8NI17,IL31RA,Inflammation_II,Unique Protein
OID30476,926,-0.03457609739652048,0.03037520154956941,0.255296401739167,0.5128738022567596,66.26316013661895,Q9NS62,THSD1,Inflammation_II,Unique Protein
OID30477,926,-0.032193383314426074,0.03041075070648439,0.29005602595573704,0.5480502675298121,45.978175038164366,Q9NY59,SMPD3,Inflammation_II,Unique Protein
OID30478,690,0.02900129587430707,0.037716103175914735,0.4422022605887863,0.6816804164558915,49.81889870168465,Q92574,TSC1,Inflammation_II,Unique Protein
OID30479,926,0.008446128576952663,0.029282047714456482,0.7730756163181959,0.8961367816381751,28.342501189448782,Q13114-2,TRAF3,Inflammation_II,Unique Protein
OID30480,926,-0.003136179372308506,0.029282277263347832,0.9147320981002417,0.9590164974340482,38.99915839713054,P54274,TERF1,Inflammation_II,Unique Protein
OID30481,926,-0.026392709859481514,0.03826578536492972,0.49054656806822716,0.7182887920648432,53.56921185823011,Q96MM7,HS6ST2,Inflammation_II,Unique Protein
OID30482,926,-0.019189800798993246,0.03356127769057894,0.5676103188398547,0.7638696878309831,30.56861036491729,P35219,CA8,Inflammation_II,Unique Protein
OID30483,926,-0.021927586409434378,0.03108646032253594,0.48075891840568064,0.7127191848361165,49.20130292484137,Q9GZN4,PRSS22,Inflammation_II,Unique Protein
OID30484,926,-0.031150684622788753,0.03012450711095248,0.30138223037569456,0.5586177928903965,35.52585357348511,Q9NQ66,PLCB1,Inflammation_II,Unique Protein
OID30485,926,0.03215850899636472,0.03306353804788093,0.3309983155498283,0.588488189601182,28.20554239666679,P16671,CD36,Inflammation_II,Unique Protein
OID30486,926,-0.04968223718597166,0.030084230459950956,0.09899611622261646,0.30976495307182694,59.836187456474995,Q8NBK3,SUMF1,Inflammation_II,Unique Protein
OID30487,926,-0.006739100636596566,0.02798121730875813,0.8097307886174939,0.9114137065983247,40.31591708501466,Q6EBC2,IL31,Inflammation_II,Unique Protein
OID30488,926,-0.036879767786769053,0.03156516633741403,0.24296556172342393,0.5004850859179479,52.03831453721519,Q8NHP1,AKR7L,Inflammation_II,Unique Protein
OID30489,926,0.049277226966059066,0.03142024603860317,0.1171543453444068,0.33872447883229745,24.44000716101246,Q9Y3D3,MRPS16,Inflammation_II,Unique Protein
OID30490,926,0.07980430615273086,0.03135126041349981,0.011077340989474315,0.17467399000688585,53.20704853870427,P98170,XIAP,Inflammation_II,Unique Protein
OID30491,926,-0.052991769406775587,0.034339705084859236,0.12314076175803089,0.34838057512798304,41.82667149377252,O43184,ADAM12,Inflammation_II,Unique Protein
OID30492,926,0.07287162792858393,0.03067593804853164,0.01773115054798232,0.17467399000688585,55.19145628394844,P48730,CSNK1D,Inflammation_II,Unique Protein
OID30493,926,0.06000402947180065,0.03187309931368108,0.06007632134718833,0.24191414177612244,46.46468411431462,O43583,DENR,Inflammation_II,Unique Protein
OID30494,926,0.020060652743054755,0.029621705884222794,0.4984342915199985,0.721608464345143,28.60465160838876,O00148,DDX39A,Inflammation_II,Unique Protein
OID30495,926,0.03627451520068816,0.030012066651042765,0.22710751971345716,0.4835653565509143,28.55595087223812,P36551,CPOX,Inflammation_II,Unique Protein
OID30496,926,0.04528259048960128,0.030355731995033393,0.13611812561796208,0.3673806843779346,55.71031802147591,Q96D71,REPS1,Inflammation_II,Unique Protein
OID30497,926,0.025408938998643327,0.030640683335317623,0.40717880850727206,0.657196939407375,65.61913329812232,P09923,ALPI,Inflammation_II,Unique Protein
OID30498,926,0.00755632348701183,0.0317251457899671,0.8117947139913465,0.9126445957679638,55.73024451416497,Q5TBC7,BCL2L15,Inflammation_II,Unique Protein
OID30499,926,0.006041421729918154,0.03241869184169377,0.8522072619651646,0.9310022869004584,45.26467358504343,Q9UHN6,CEMIP2,Inflammation_II,Unique Protein
OID30500,926,-0.0031973069195094348,0.030092781348724975,0.9154088943609529,0.9590164974340482,40.22049255721912,Q6B9Z1,IGFL4,Inflammation_II,Unique Protein
OID30501,690,0.04646193111371569,0.03628017112411906,0.20076304742929,0.4525644865077544,73.55399933286857,Q8IX19,MCEMP1,Inflammation_II,Unique Protein
OID30502,926,-0.038958132357579785,0.0311458086127926,0.2113195422955124,0.46555000983745737,72.08251460422458,P36897,TGFBR1,Inflammation_II,Unique Protein
OID30503,926,0.05474396749489187,0.029686904349018467,0.0655033982865282,0.25192951735726565,45.1758669231526,Q14511,NEDD9,Inflammation_II,Unique Protein
OID30504,926,-0.03261685318237937,0.03265822165506445,0.3181908675995309,0.575895917023795,51.63989098369487,Q8WVV4,POF1B,Inflammation_II,Unique Protein
OID30505,926,0.07873117825630913,0.031430210369997214,0.012421565346501361,0.17467399000688585,53.32526494285605,Q9UIK4,DAPK2,Inflammation_II,Unique Protein
OID30506,926,-0.011074308152426653,0.030848592884753227,0.7196869891957336,0.8702084479185698,85.4021979789279,Q8IYW5,RNF168,Inflammation_II,Unique Protein
OID30507,926,0.02660790532623386,0.030698791181169718,0.38631359371923546,0.63832370516751,49.38805184472663,Q93062,RBPMS,Inflammation_II,Unique Protein
OID30508,690,0.02577895471670554,0.03380166308710659,0.4459389198195084,0.6832723862336295,34.197401691600604,Q15697,ZNF174,Inflammation_II,Unique Protein
OID30509,926,0.020348091679237262,0.031295395558238445,0.5157316556225607,0.7330081872626381,58.474987170865866,P17050,NAGA,Inflammation_II,Unique Protein
OID30510,926,-0.06377906941746768,0.0359765648944538,0.07659902948877707,0.2732256982362926,56.36461513050327,Q96PX8,SLITRK1,Inflammation_II,Unique Protein
OID30511,690,0.11290240424119652,0.03569524393027292,0.0016324371363118052,0.17467399000688585,133.7513028375457,P56645,PER3,Inflammation_II,Unique Protein
OID30512,926,0.04731233770739777,0.030872271462549568,0.12574393033492876,0.3493816619477155,40.6241457158326,Q9H0U9,TSPYL1,Inflammation_II,Unique Protein
OID30513,926,0.014464089746813501,0.046981297979588346,0.7582527821479907,0.890825113431904,53.84403625263494,P26436,ACRV1,Inflammation_II,Unique Protein
OID30514,926,0.02109170732150934,0.03047587602725706,0.48906537319656485,0.7174933265901875,53.48760163237161,Q5JS54,PSMG4,Inflammation_II,Unique Protein
OID30515,926,-0.11105507154127468,0.03245628642803419,6.502227641833401e-4,0.17467399000688585,64.25228079505088,Q7Z5L3,C1QL2,Inflammation_II,Unique Protein
OID30516,926,-0.014003483478345275,0.030152922102882916,0.6424618084407128,0.8214855057183742,51.714882410999394,Q15465,SHH,Inflammation_II,Unique Protein
OID30517,926,5.180703003304691e-4,0.034684502938915736,0.9880860123593254,0.9950977373865523,28.410928913189586,P17643,TYRP1,Inflammation_II,Unique Protein
OID30518,926,0.07671968785720167,0.03162576573406737,0.015466728484595281,0.17467399000688585,80.14214125371436,Q8IV38,ANKMY2,Inflammation_II,Unique Protein
OID30519,926,0.07696815840876871,0.031561307634054,0.014932050890049956,0.17467399000688585,68.2077817792074,O60447,EVI5,Inflammation_II,Unique Protein
OID30520,926,-0.0073479188055202045,0.0315987838869355,0.8161727331704344,0.9150905674798923,39.96219122266094,Q16718,NDUFA5,Inflammation_II,Unique Protein
OID30521,926,0.05735217533995943,0.031180621826508843,0.0661906791769347,0.25205975306388617,35.21329009906643,Q96PU5,NEDD4L,Inflammation_II,Unique Protein
OID30522,926,0.04798197166836167,0.03196084842952901,0.13363366311927857,0.3636359824767946,119.23270828128109,O94916,NFAT5,Inflammation_II,Unique Protein
OID30523,926,0.06733627745731421,0.0317662749340486,0.03429954533713447,0.19581556839930478,104.13771723627659,O95835,LATS1,Inflammation_II,Unique Protein
OID30524,926,0.02222753052644737,0.030809656739544812,0.4708209547913992,0.705379914112817,71.36078919340531,P24666,ACP1,Inflammation_II,Unique Protein
OID30525,926,0.07808403328049096,0.03108868248104967,0.012189787921465524,0.17467399000688585,49.53916869359352,O60238,BNIP3L,Inflammation_II,Unique Protein
OID30526,926,0.03714385698045718,0.029768741150031544,0.21244648065920926,0.4669030548623073,26.158465817907995,Q9H171,ZBP1,Inflammation_II,Unique Protein
OID30527,926,0.01914010177055423,0.03074026361269535,0.5336783126530296,0.7447077953534114,66.19268557747996,Q99062,CSF3R,Inflammation_II,Unique Protein
OID30528,926,-0.0015803870222591972,0.03107485066847848,0.9594503504496243,0.9802423538497909,58.86336707377002,Q9UHI8,ADAMTS1,Inflammation_II,Unique Protein
OID30529,926,0.020959969879558712,0.030676075213319116,0.4946126122469806,0.718922260366944,71.41173511355791,Q99584,S100A13,Inflammation_II,Unique Protein
OID30530,690,0.015285346949308313,0.03672068224533902,0.6773533487355952,0.8414380953481277,62.80361749719504,P55211,CASP9,Inflammation_II,Unique Protein
OID30531,926,-0.04100889442635363,0.030757264806896334,0.1827663920440515,0.43681616021648617,36.17648272767453,Q9H3T2,SEMA6C,Inflammation_II,Unique Protein
OID30532,926,-0.014680684743400238,0.03144740789428583,0.6407317949555422,0.8207094814439307,43.05791012108196,Q15399,TLR1,Inflammation_II,Unique Protein
OID30533,926,0.0778478546099978,0.03171843780123493,0.01430170104305739,0.17467399000688585,99.23042616151963,Q9Y2X7,GIT1,Inflammation_II,Unique Protein
OID30534,926,0.05161666987262745,0.03079324498011278,0.09403784153786812,0.3037266417847387,53.23447214776997,P81534,DEFB103A_DEFB103B,Inflammation_II,Unique Protein
OID30535,926,-0.030786002337744315,0.033433340810656235,0.35739114997776156,0.6137804532226775,67.63077797141617,O43320,FGF16,Inflammation_II,Unique Protein
OID30536,926,0.07608807961618547,0.031319927335789775,0.015318257137210453,0.17467399000688585,66.26620067725742,P52630,STAT2,Inflammation_II,Unique Protein
OID30537,926,0.012004365279627458,0.030591882362041647,0.6948524113127484,0.8537360571037236,111.38917551228984,P20701,ITGAL,Inflammation_II,Unique Protein
OID30538,926,0.07537923793544915,0.031614957706004886,0.01731726382646688,0.17467399000688585,80.46619599023552,Q86UE4,MTDH,Inflammation_II,Unique Protein
OID30539,926,0.04805374620352716,0.031818833686731704,0.131333888226858,0.36012097118865466,59.22421246173829,Q96PL5,ERMAP,Inflammation_II,Unique Protein
OID30540,926,-0.005015615063472681,0.03178530391210778,0.8746522239491734,0.9412757339428991,47.76928324857398,O60500,NPHS1,Inflammation_II,Unique Protein
OID30541,926,-0.03663173306205338,0.028922584786835442,0.2056441796752128,0.45815391554165175,49.180136195572864,Q8WV28,BLNK,Inflammation_II,Unique Protein
OID30542,690,-0.0014591856103599772,0.04626794125480833,0.9748501131491059,0.98793533692553,203.61050869354474,P48546,GIPR,Inflammation_II,Unique Protein
OID30543,926,-0.03728538523727756,0.03395037499741427,0.2723953289296823,0.5309560905485431,55.25997168700321,P09564,CD7,Inflammation_II,Unique Protein
OID30544,661,-0.019442336741907925,0.03398673807410228,0.5674845230245854,0.7638696878309831,28.56312960546105,P11487,FGF3,Inflammation_II,Unique Protein
OID30545,926,0.001812863887856057,0.030973126281543747,0.9533392127630931,0.9754083661847565,64.34011143882438,Q15223,NECTIN1,Inflammation_II,Unique Protein
OID30546,926,0.07502632378260615,0.03125890397370325,0.016589090014569298,0.17467399000688585,45.86524289446988,P23743,DGKA,Inflammation_II,Unique Protein
OID30548,926,0.002109013603024372,0.030037441622718163,0.9440397788836576,0.9723144022822168,50.35771753558323,O75688,PPM1B,Inflammation_II,Unique Protein
OID30549,926,0.04917692416628998,0.03161541817722193,0.12018311379616037,0.3433971081389802,43.12223525437211,Q16643,DBN1,Inflammation_II,Unique Protein
OID30550,926,0.008471938927864832,0.03081336319714642,0.7834222760933585,0.9001349500868266,36.99245144726284,Q5T2W1,PDZK1,Inflammation_II,Unique Protein
OID30551,926,-0.013823370646816921,0.03083483726525321,0.6540413602488548,0.8264753975192454,49.42273755640241,Q9NZH8,IL36G,Inflammation_II,Unique Protein
OID30552,926,-0.01333437620647545,0.030948210665098997,0.6666720592627886,0.8345535028801417,27.946496330290582,Q5QGZ9,CLEC12A,Inflammation_II,Unique Protein
OID30553,926,-0.011471816864526821,0.033931894497261056,0.7353786031205696,0.8766360754165682,51.222114224485004,P32927,CSF2RB,Inflammation_II,Unique Protein
OID30554,926,-0.019540161588137317,0.03433857527951479,0.5694674453130402,0.7653118816781684,66.57326199584163,P49765,VEGFB,Inflammation_II,Unique Protein
OID30555,926,0.07619068710651415,0.03174270641297792,0.016584606962724267,0.17467399000688585,92.44777742445937,Q9BV40,VAMP8,Inflammation_II,Unique Protein
OID30556,926,0.035013680224802446,0.03171778014850483,0.2699241656698838,0.5277513954870036,61.92383732885289,Q15762,CD226,Inflammation_II,Unique Protein
